,Name,Age,Height,Weight,NOC,Year,City,Medal,Times_Participated,Participation_Number
120925,Harald Robert Severin Klem,23.0,185.30803571428572,79.37983587338805,DEN,1908,London,no medal,2,2
121080,Michael George Klim,23.0,191.0,81.0,AUS,2000,Sydney,no medal,3,2
121702,Campari Knoepffler,16.0,185.30803571428572,79.37983587338805,NCA,1976,Montreal,no medal,1,1
122502,Manabu Koga,21.0,185.30803571428572,79.37983587338805,JPN,1956,Melbourne,no medal,1,1
122597,Hans Khler,20.0,185.30803571428572,79.37983587338805,GER,1956,Melbourne,no medal,1,1
122756,George Harold Kojac,18.0,185.30803571428572,79.37983587338805,USA,1928,Amsterdam,no medal,1,1
123134,Gert Klli,20.0,180.0,74.0,AUT,1960,Roma,no medal,2,1
123135,Gert Klli,24.0,180.0,74.0,AUT,1964,Tokyo,no medal,2,2
123273,Mikayel Koloyan,25.0,190.0,90.0,ARM,2008,Beijing,no medal,2,1
123274,Mikayel Koloyan,29.0,190.0,90.0,ARM,2012,London,no medal,2,2
124073,Charles Kopp,21.505691056910567,185.30803571428572,79.37983587338805,SUI,1924,Paris,no medal,1,1
124568,"Jacobus Gerardus ""Ko"" Korsten",24.0,185.30803571428572,79.37983587338805,NED,1920,Antwerpen,no medal,1,1
126127,Dominik Kozma,25.0,193.0,90.0,HUN,2016,Rio de Janeiro,no medal,3,3
126658,Amnon Krauz,16.0,189.0,75.0,ISR,1968,Mexico City,no medal,1,1
127345,Hans Kroes,19.0,190.0,83.0,NED,1984,Los Angeles,no medal,2,1
127351,Hans Kroes,23.0,190.0,83.0,NED,1988,Seoul,no medal,2,2
127516,Evert Johan Kroon,17.0,190.0,75.0,AHO,1984,Los Angeles,no medal,1,1
127521,"Ronald ""Ron"" Kroon",17.0,185.0,63.0,NED,1960,Roma,no medal,2,1
127523,"Ronald ""Ron"" Kroon",22.0,185.0,63.0,NED,1964,Tokyo,no medal,2,2
127559,Serge Krowakow,21.0,194.0,74.0,TKM,2012,London,no medal,1,1
128335,Gbor Kucsera,19.0,180.0,78.0,HUN,1968,Mexico City,no medal,2,1
129026,Wadysaw Kuncewicz,39.0,182.0,70.0,POL,1928,Amsterdam,no medal,1,1
129062,Georg Kunisch,19.0,185.30803571428572,79.37983587338805,GER,1912,Stockholm,no medal,1,1
129197,Stephan Kunzelmann,25.0,195.0,96.0,GER,2004,Athina,no medal,2,2
129685,Martn Daniel Kutscher Belgeri,23.0,184.0,78.0,URU,2008,Beijing,no medal,2,2
129688,Paul Alexander Kutscher Belgeri,23.0,185.0,85.0,URU,2000,Sydney,no medal,2,1
129689,Paul Alexander Kutscher Belgeri,27.0,185.0,85.0,URU,2004,Athina,no medal,2,2
130922,Yevgeny Aleksandrovich Lagunov,22.0,188.0,77.0,RUS,2008,Beijing,no medal,3,2
130986,mile Emil Lahoud,13.0,163.0,55.0,LIB,1988,Seoul,no medal,2,1
130990,mile Emil Lahoud,17.0,163.0,55.0,LIB,1992,Barcelona,no medal,2,2
131470,Giorgio Lamberti,23.0,183.0,77.0,ITA,1992,Barcelona,no medal,2,2
132262,Lszl Lantos,21.0,182.0,78.0,HUN,1960,Roma,no medal,1,1
132274,Juan Lanz Muller,20.0,185.30803571428572,79.37983587338805,MEX,1952,Helsinki,no medal,1,1
132458,Haroldo de Melo Lara,18.0,185.30803571428572,79.37983587338805,BRA,1952,Helsinki,no medal,2,1
132460,Haroldo de Melo Lara,22.0,185.30803571428572,79.37983587338805,BRA,1956,Melbourne,no medal,2,2
132820,George Frederick Larson,24.0,185.30803571428572,79.37983587338805,CAN,1936,Berlin,no medal,2,2
132822,Lance Melvin Larson,20.0,185.0,79.0,USA,1960,Roma,Silver,1,1
132849,Dan Allan Larsson,17.0,196.0,80.0,SWE,1976,Montreal,no medal,1,1
132860,Stig Axel Gran Larsson,20.0,185.30803571428572,79.37983587338805,SWE,1952,Helsinki,Bronze,1,1
132994,Sebastin Lasave Crespi,21.0,185.30803571428572,79.37983587338805,ARG,1992,Barcelona,no medal,1,1
133275,Walter Laufer,21.0,185.30803571428572,79.37983587338805,USA,1928,Amsterdam,no medal,1,1
133349,Andr Ren Robert Laurent,25.0,181.0,79.0,BEL,1956,Melbourne,no medal,3,2
133559,Ramn Lavn Ortega,18.0,182.0,81.0,ESP,1980,Moskva,no medal,1,1
134076,Jemal E. le Grand,18.0,177.0,70.0,ARU,2012,London,no medal,1,1
134168,Ivor Craig Le Roux,16.0,185.30803571428572,79.37983587338805,ZIM,1992,Barcelona,no medal,1,1
134233,Rodrigo Leal Castillo,17.0,172.0,65.0,GUA,1984,Los Angeles,no medal,1,1
134802,Lee Chung-Hui,23.0,190.0,85.0,KOR,2004,Athina,no medal,1,1
135318,Roland George Lee,24.0,194.0,87.0,GBR,1988,Seoul,no medal,3,2
135484,Lee Tong-Shing,20.0,169.0,62.0,TPE,1968,Mexico City,no medal,1,1
136261,Jorge Luiz Fernandes Leite,18.0,188.0,87.0,BRA,1980,Moskva,no medal,3,1
136269,Jorge Luiz Fernandes Leite,26.0,188.0,87.0,BRA,1988,Seoul,no medal,3,3
136328,Leif Thomas Lejdstrm,22.0,189.0,79.0,SWE,1984,Los Angeles,no medal,2,2
136901,Vasilios Leontopoulos,21.505691056910567,185.30803571428572,79.37983587338805,GRE,1906,Athina,no medal,1,1
137190,Frank Leskaj,21.0,185.30803571428572,79.37983587338805,ALB,1992,Barcelona,no medal,1,1
137310,Grard Letast,19.0,178.0,72.0,FRA,1968,Mexico City,no medal,1,1
137614,Helmut Levy Quintero,17.0,166.0,68.0,COL,1976,Montreal,no medal,2,1
137861,Jason Edward Lezak,28.0,193.0,98.0,USA,2004,Athina,no medal,4,2
137864,Jason Edward Lezak,32.0,193.0,98.0,USA,2008,Beijing,Bronze,4,3
137895,"Kai Yien ""Arthur"" Li",19.0,184.0,75.0,HKG,1992,Barcelona,no medal,3,2
137903,"Kai Yien ""Arthur"" Li",23.0,184.0,75.0,HKG,1996,Atlanta,no medal,3,3
138161,"Khai Kam ""Johnny"" Li",18.0,186.0,80.0,HKG,1984,Los Angeles,no medal,2,1
138164,"Khai Kam ""Johnny"" Li",22.0,186.0,80.0,HKG,1988,Seoul,no medal,2,2
139145,"Wen Ying ""Christophe"" Lim",18.0,185.0,70.0,MRI,2000,Sydney,no medal,1,1
139191,Jorge Barata Lima,13.0,168.0,63.0,ANG,1980,Moskva,no medal,1,1
139205,Pedro Manuel Barata Lima,17.0,183.0,77.0,ANG,1988,Seoul,no medal,2,1
139270,Somchai Limpichat,23.0,174.0,71.0,THA,1964,Tokyo,no medal,1,1
139550,Per-Ola Lindberg,20.0,175.0,52.0,SWE,1960,Roma,no medal,2,1
139552,Per-Ola Lindberg,24.0,175.0,52.0,SWE,1964,Tokyo,no medal,2,2
139619,John Arthur Art Lindegren,24.0,185.30803571428572,79.37983587338805,USA,1936,Berlin,no medal,1,1
140136,Enrico Gustavo Linscheer,17.0,185.30803571428572,79.37983587338805,SUR,1992,Barcelona,no medal,2,1
140138,Giovanni Rodolfo Linscheer,19.0,185.30803571428572,79.37983587338805,SUR,1992,Barcelona,no medal,2,1
140140,Giovanni Rodolfo Linscheer,23.0,185.30803571428572,79.37983587338805,SUR,1996,Atlanta,no medal,2,2
140849,Ari-Pekka Liukkonen,27.0,208.0,92.0,FIN,2016,Rio de Janeiro,no medal,2,2
141325,Nikita Konstantinovich Lobintsev,23.0,193.0,85.0,RUS,2012,London,no medal,3,2
141539,Horst Lffler,22.0,179.0,81.0,GER,1964,Tokyo,no medal,1,1
141654,Andrew Loh,19.0,175.0,75.0,HKG,1968,Mexico City,no medal,1,1
141659,"Robert ""Bob"" Loh",18.0,174.0,70.0,HKG,1964,Tokyo,no medal,2,1
141662,"Robert ""Bob"" Loh",22.0,174.0,70.0,HKG,1968,Mexico City,no medal,2,2
142031,"William ""Bill"" Longworth",19.0,185.30803571428572,79.37983587338805,ANZ,1912,Stockholm,no medal,1,1
142463,David Lpez-Zubero Purcell,21.0,177.0,75.0,ESP,1980,Moskva,no medal,3,2
142501,"Robert Thomas ""Bob"" Lord",19.0,175.0,65.0,GBR,1964,Tokyo,no medal,1,1
142528,Eduardo Lorente Ginesta,27.0,185.0,80.0,ESP,2004,Athina,no medal,2,2
142918,Gideon Abraham Louw,24.0,194.0,93.0,RSA,2012,London,no medal,2,2
143054,David Lowe,24.0,178.0,75.0,GBR,1984,Los Angeles,no medal,2,2
143978,Eskil Johannes Lundahl,22.0,185.30803571428572,79.37983587338805,SWE,1928,Amsterdam,no medal,3,1
143981,Eskil Johannes Lundahl,26.0,185.30803571428572,79.37983587338805,SWE,1932,Los Angeles,no medal,3,2
144070,Karl Martin Lundn,23.0,185.30803571428572,79.37983587338805,SWE,1948,London,no medal,1,1
144310,Yannick Lupien,20.0,198.0,90.0,CAN,2000,Sydney,no medal,2,1
144360,Itzhak Luria,19.0,172.0,70.0,ISR,1960,Roma,no medal,1,1
145188,Gary Wayne MacDonald,22.0,185.30803571428572,79.37983587338805,CAN,1976,Montreal,no medal,1,1
145840,Fernando Esteves Madeira,20.0,185.30803571428572,79.37983587338805,POR,1952,Helsinki,no medal,1,1
146032,rjan Odd Madsen,22.0,189.0,78.0,NOR,1968,Mexico City,no medal,1,1
146222,Nicholas Daryl Magaa Defago,20.0,198.0,90.0,PER,2016,Rio de Janeiro,no medal,1,1
146346,Filippo Magnini,22.0,188.0,80.0,ITA,2004,Athina,no medal,4,1
146349,Filippo Magnini,26.0,188.0,80.0,ITA,2008,Beijing,no medal,4,2
146353,Filippo Magnini,30.0,188.0,80.0,ITA,2012,London,no medal,4,3
146355,Filippo Magnini,34.0,188.0,80.0,ITA,2016,Rio de Janeiro,no medal,4,4
146369,James Magnussen,21.0,198.0,94.0,AUS,2012,London,Silver,2,1
147048,Balzs Makny,21.0,190.0,90.0,HUN,2008,Beijing,no medal,2,2
148351,Shane Mangroo,19.0,170.0,80.0,SEY,2012,London,no medal,1,1
148437,Peter Manko,22.0,192.0,87.0,SLO,2000,Sydney,no medal,5,2
148440,Peter Manko,26.0,192.0,87.0,SLO,2004,Athina,no medal,5,3
148444,Peter Manko,30.0,192.0,87.0,SLO,2008,Beijing,no medal,5,4
149973,Deryck Marks,20.0,180.0,76.0,JAM,1984,Los Angeles,no medal,1,1
149977,Geoffrey Charles Marks,20.0,185.30803571428572,79.37983587338805,SRI,1952,Helsinki,no medal,1,1
150788,Fernand Martinaux,21.505691056910567,185.30803571428572,79.37983587338805,FRA,1948,London,no medal,1,1
150963,Jos Martnez Naranjo,16.0,163.0,58.0,CUB,1968,Mexico City,no medal,1,1
151113,Sergio Martnez,21.505691056910567,185.30803571428572,79.37983587338805,COL,1956,Melbourne,no medal,1,1
151209,Edgar Martins,21.505691056910567,185.30803571428572,79.37983587338805,MOZ,1980,Moskva,no medal,1,1
151585,Yacoub Masboungi,20.0,188.0,88.0,LIB,1968,Mexico City,no medal,1,1
151818,Mario Massa,19.0,185.30803571428572,79.37983587338805,ITA,1912,Stockholm,no medal,3,2
151821,Mario Massa,27.0,185.30803571428572,79.37983587338805,ITA,1920,Antwerpen,no medal,3,3
152402,Leonel dos Santos Matonse,15.0,177.0,66.0,MOZ,2004,Athina,no medal,1,1
153167,Spyridon Mavrogiorgos,21.505691056910567,185.30803571428572,79.37983587338805,GRE,1936,Berlin,no medal,1,1
153660,Raimundas Mauolis,20.0,185.0,75.0,LTU,1992,Barcelona,no medal,3,2
153662,Raimundas Mauolis,24.0,185.0,75.0,LTU,1996,Atlanta,no medal,3,3
153972,Earl McCarthy,27.0,185.30803571428572,79.37983587338805,IRL,1996,Atlanta,no medal,1,1
154383,Cameron McEvoy,22.0,185.0,70.0,AUS,2016,Rio de Janeiro,no medal,2,2
154467,Perry McGillivray,18.0,170.0,79.37983587338805,USA,1912,Stockholm,no medal,2,1
154506,"Rhoderick ""Rory"" McGown",19.0,185.30803571428572,79.37983587338805,ZIM,1992,Barcelona,no medal,1,1
154530,"Robert Bilsland ""Bobby"" McGregor",20.0,185.0,80.0,GBR,1964,Tokyo,Silver,2,1
154534,"Robert Bilsland ""Bobby"" McGregor",24.0,185.0,80.0,GBR,1968,Mexico City,no medal,2,2
155786,Dominik Meichtry,23.0,183.0,74.0,SUI,2008,Beijing,no medal,3,2
155790,Dominik Meichtry,27.0,183.0,74.0,SUI,2012,London,no medal,3,3
155962,Grard Meister,18.0,185.30803571428572,79.37983587338805,FRA,1908,London,no medal,2,1
155963,Grard Meister,22.0,185.30803571428572,79.37983587338805,FRA,1912,Stockholm,no medal,2,2
156090,Jarl Inge Melberg,22.0,196.0,84.0,NOR,1992,Barcelona,no medal,1,1
156122,Jos Gabriel Melconian lvez,25.0,182.0,74.0,URU,2012,London,no medal,1,1
156411,Miguel ngel Mea Peralta,19.0,176.0,69.0,NCA,2016,Rio de Janeiro,no medal,1,1
156672,Ronald Menezes,21.0,185.30803571428572,79.37983587338805,BRA,1984,Los Angeles,no medal,1,1
156866,Jos Martn Meolans,18.0,196.0,94.0,ARG,1996,Atlanta,no medal,4,1
156869,Jos Martn Meolans,22.0,196.0,94.0,ARG,2000,Sydney,no medal,4,2
156872,Jos Martn Meolans,26.0,196.0,94.0,ARG,2004,Athina,no medal,4,3
156874,Jos Martn Meolans,30.0,196.0,94.0,ARG,2008,Beijing,no medal,4,4
157489,Alberto Eugenio Mestre Sosa,15.0,180.0,80.0,VEN,1980,Moskva,no medal,2,1
157491,Alberto Eugenio Mestre Sosa,19.0,180.0,80.0,VEN,1984,Los Angeles,no medal,2,2
157515,Gbor Mszros,18.0,185.0,83.0,HUN,1980,Moskva,no medal,1,1
157703,Geri Bryan Mewett,17.0,185.30803571428572,79.37983587338805,BER,1992,Barcelona,no medal,1,1
157725,Herman Meyboom,18.0,185.30803571428572,79.37983587338805,BEL,1908,London,no medal,2,1
157727,Herman Meyboom,22.0,185.30803571428572,79.37983587338805,BEL,1912,Stockholm,no medal,2,2
157994,Michael Miao,21.0,181.0,74.0,TPE,1984,Los Angeles,no medal,1,1
158458,Clment Mignon,23.0,187.0,75.0,FRA,2016,Rio de Janeiro,no medal,1,1
158599,Stavros Mikhailidis,21.0,194.0,92.0,CYP,1992,Barcelona,no medal,3,1
158601,Stavros Mikhailidis,25.0,194.0,92.0,CYP,1996,Atlanta,no medal,3,2
159454,Romns Miloslavskis,20.0,191.0,87.0,LAT,2004,Athina,no medal,2,1
159456,Romns Miloslavskis,24.0,191.0,87.0,LAT,2008,Beijing,no medal,2,2
160358,Dilip Mitra,21.505691056910567,185.30803571428572,79.37983587338805,IND,1948,London,no medal,1,1
160564,Torahiko Miyahata,21.0,185.30803571428572,79.37983587338805,JPN,1924,Paris,no medal,1,1
160655,Yasuji Miyazaki,15.0,179.0,66.0,JPN,1932,Los Angeles,Gold,1,1
160873,Hamid Reza Mobarez,19.0,188.0,78.0,IRI,2000,Sydney,no medal,1,1
161147,Igor Araujo Mogne,20.0,175.0,66.0,MOZ,2016,Rio de Janeiro,no medal,1,1
162171,Isaac Monsoor,19.0,185.30803571428572,79.37983587338805,IND,1948,London,no medal,2,1
162173,Isaac Monsoor,23.0,185.30803571428572,79.37983587338805,IND,1952,Helsinki,no medal,2,2
162297,"Francisco Xavier ""Sonny"" Monteiro",26.0,185.30803571428572,79.37983587338805,HKG,1952,Helsinki,no medal,1,1
162419,"James Paul ""Jim"" Montgomery",21.0,191.0,88.0,USA,1976,Montreal,Gold,1,1
162548,Sjoerd Lambertus Mooi Wilten,22.0,185.30803571428572,79.37983587338805,NED,1936,Berlin,no medal,1,1
162600,Graeme Moore,23.0,198.0,98.0,RSA,2012,London,no medal,1,1
162774,Isaac dos Santos Moraes,22.0,185.30803571428572,79.37983587338805,BRA,1936,Berlin,no medal,2,2
163817,Vladimir Viktorovich Morozov,24.0,180.0,73.0,RUS,2016,Rio de Janeiro,no medal,2,2
164025,Franz Mortensen,20.0,192.0,83.0,DEN,1984,Los Angeles,no medal,3,1
164028,Franz Mortensen,24.0,192.0,83.0,DEN,1988,Seoul,no medal,3,2
164034,Franz Mortensen,28.0,192.0,83.0,DEN,1992,Barcelona,no medal,3,3
164596,ric Moussambani Malonga,22.0,185.30803571428572,79.37983587338805,GEQ,2000,Sydney,no medal,1,1
164919,Mu Lati,20.0,179.0,70.0,CHN,1984,Los Angeles,no medal,1,1
165237,Diego Mularoni,16.0,183.0,77.0,SMR,1996,Atlanta,no medal,3,1
165658,Daniel Mulumba,21.0,178.0,79.37983587338805,UGA,1984,Los Angeles,no medal,1,1
165823,Ren Muiz Soberanes,21.505691056910567,185.30803571428572,79.37983587338805,MEX,1952,Helsinki,no medal,1,1
165828,Jzsef Munk,17.0,185.30803571428572,79.37983587338805,HUN,1908,London,no medal,1,1
166318,John Joseph Murphy,19.0,196.0,88.0,USA,1972,Munich,no medal,1,1
166364,Allan Murray,20.0,184.0,84.0,BAH,1992,Barcelona,no medal,3,1
166384,Christopher Murray,21.0,194.0,90.0,BAH,2000,Sydney,no medal,1,1
167315,"Sachindra ""Sachin"" Nag",28.0,185.30803571428572,79.37983587338805,IND,1948,London,no medal,2,1
167781,Katsumi Nakamura,22.0,183.0,75.0,JPN,2016,Rio de Janeiro,no medal,1,1
167890,Tsutomu Nakano,18.0,183.0,78.0,JPN,1992,Barcelona,no medal,1,1
168362,Paul Nash,25.0,182.0,84.0,JAM,1968,Mexico City,no medal,1,1
168468,Habib Nasution,20.0,185.30803571428572,79.37983587338805,INA,1956,Melbourne,no medal,1,1
168686,Miguel ngel Navarro,26.0,182.0,80.0,BOL,2008,Beijing,no medal,1,1
168872,Trevor Ncala,19.0,157.0,64.0,SWZ,1984,Los Angeles,no medal,2,1
168876,Trevor Ncala,23.0,157.0,64.0,SWZ,1988,Seoul,no medal,2,2
168902,Bruno N'Diaye,23.0,185.30803571428572,79.37983587338805,SEN,1992,Barcelona,no medal,2,2
169197,Ryk Neethling,26.0,196.0,95.0,RSA,2004,Athina,no medal,4,3
169199,Ryk Neethling,30.0,196.0,95.0,RSA,2008,Beijing,no medal,4,4
169722,Neo Chwee Kok,21.0,185.30803571428572,79.37983587338805,SGP,1952,Helsinki,no medal,1,1
169774,"Nicholas Thomas ""Nick"" Nerich",18.0,185.30803571428572,79.37983587338805,USA,1912,Stockholm,no medal,1,1
169886,Anthony Conrad Nesty,16.0,180.0,78.0,SUR,1984,Los Angeles,no medal,3,1
170187,Stanislav Anatolyevich Neverovsky,23.0,190.0,80.0,BLR,2004,Athina,no medal,2,1
170188,Stanislav Anatolyevich Neverovsky,27.0,190.0,80.0,BLR,2008,Beijing,no medal,2,2
170310,Steven Newkirk,18.0,185.30803571428572,79.37983587338805,ISV,1976,Montreal,no medal,1,1
170512,Marien Michel Ngouabi,20.0,172.0,79.37983587338805,CGO,2000,Sydney,no medal,1,1
170622,Nguyn Vn Phan,23.0,185.30803571428572,79.37983587338805,VNM,1952,Helsinki,no medal,1,1
170627,Nguyn nh L,15.0,166.0,51.0,VNM,1964,Tokyo,no medal,1,1
170848,Luis Alberto Nicolao Yanuzzi,16.0,182.0,74.0,ARG,1960,Roma,no medal,3,1
170850,Luis Alberto Nicolao Yanuzzi,20.0,182.0,74.0,ARG,1964,Tokyo,no medal,3,2
170853,Luis Alberto Nicolao Yanuzzi,24.0,182.0,74.0,ARG,1968,Mexico City,no medal,3,3
171715,Aleksandar Nikolov,24.0,185.0,75.0,BUL,2016,Rio de Janeiro,no medal,2,2
172050,Ning Zetao,23.0,191.0,81.0,CHN,2016,Rio de Janeiro,no medal,1,1
172079,"Lukman ""Luki"" Niode",20.0,167.0,61.0,INA,1984,Los Angeles,no medal,1,1
172947,Bengt-Olof Nordwall (-Signahl),19.0,180.0,75.0,SWE,1960,Roma,no medal,2,1
172949,Bengt-Olof Nordwall (-Signahl),23.0,180.0,75.0,SWE,1964,Tokyo,no medal,2,2
173242,D. Sean Nottage,19.0,188.0,77.0,BAH,1984,Los Angeles,no medal,1,1
173297,Iosif Novac,29.0,185.30803571428572,79.37983587338805,ROU,1952,Helsinki,no medal,1,1
173530,Karel Novy,20.0,197.0,82.0,SUI,2000,Sydney,no medal,3,1
173533,Karel Novy,24.0,197.0,82.0,SUI,2004,Athina,no medal,3,2
173890,Yasser Omar Nez Mungua,28.0,170.0,68.0,NCA,2012,London,no medal,2,2
174354,Stefan Ernst Nystrand,18.0,193.0,85.0,SWE,2000,Sydney,no medal,4,1
174358,Stefan Ernst Nystrand,22.0,193.0,85.0,SWE,2004,Athina,no medal,4,2
174361,Stefan Ernst Nystrand,26.0,193.0,85.0,SWE,2008,Beijing,no medal,4,3
174364,Stefan Ernst Nystrand,30.0,193.0,85.0,SWE,2012,London,no medal,4,4
174396,Emery Nziyunvira,20.0,180.0,62.0,BDI,2004,Athina,no medal,1,1
174495,Derek Anthony Oatway,17.0,185.0,79.37983587338805,BER,1948,London,no medal,1,1
174746,Jos R. Obial,22.0,185.30803571428572,79.37983587338805,PHI,1936,Berlin,no medal,1,1
175047,Donnacha Niallan O'Dea,20.0,177.0,70.0,IRL,1968,Mexico City,no medal,1,1
175060,William O'Donnell,18.0,185.0,71.0,GBR,1960,Roma,no medal,1,1
175317,Gentle Offoin,27.0,188.0,75.0,NGR,2000,Sydney,no medal,1,1
175374,Shigeo Ogata,15.0,183.0,83.0,JPN,1984,Los Angeles,no medal,3,1
175379,Shigeo Ogata,19.0,183.0,83.0,JPN,1988,Seoul,no medal,3,2
175383,Shigeo Ogata,23.0,183.0,83.0,JPN,1992,Barcelona,no medal,3,3
175844,Yukiaki Okabe,23.0,167.0,65.0,JPN,1964,Tokyo,no medal,1,1
176089,Yoshihiro Okumura,21.0,182.0,75.0,JPN,2004,Athina,no medal,2,1
176160,Magns Mr lafsson,21.0,180.0,73.0,ISL,1988,Seoul,no medal,1,1
176163,Sigurur lafsson,21.0,185.30803571428572,79.37983587338805,ISL,1976,Montreal,no medal,1,1
176428,Rodrigo Olivares Aramburu,24.0,196.0,82.0,CHI,2000,Sydney,no medal,1,1
176463,Nicolas Nilo Csar de Oliveira,24.0,195.0,92.0,BRA,2012,London,no medal,3,2
176465,Nicolas Nilo Csar de Oliveira,28.0,195.0,92.0,BRA,2016,Rio de Janeiro,no medal,3,3
176476,Rui Tadeu Aquino Oliveira,19.0,187.0,87.0,BRA,1972,Munich,no medal,1,1
176766,Jon C. Olsen,23.0,195.0,82.0,USA,1992,Barcelona,no medal,2,1
176770,Jon C. Olsen,27.0,195.0,82.0,USA,1996,Atlanta,no medal,2,2
176784,Knut Kioshin Olsen,26.0,185.30803571428572,79.37983587338805,NOR,1928,Amsterdam,no medal,1,1
176831,Per Olsen,17.0,185.30803571428572,79.37983587338805,NOR,1952,Helsinki,no medal,2,1
176993,Per-Olof Verner Olsson,29.0,185.30803571428572,79.37983587338805,SWE,1948,London,no medal,1,1
177236,"Francis Thomas ""Frank"" O'Neill",25.0,185.30803571428572,79.37983587338805,AUS,1952,Helsinki,no medal,1,1
177321,"Hou Ming ""Allen"" Ong",20.0,178.0,72.0,MAS,2000,Sydney,no medal,2,1
177325,"Hou Ming ""Allen"" Ong",24.0,178.0,72.0,MAS,2004,Athina,no medal,2,2
177444,Kazuo Onoda,23.0,185.30803571428572,79.37983587338805,JPN,1924,Paris,no medal,1,1
177465,Jzsef nody,23.0,185.30803571428572,79.37983587338805,HUN,1906,Athina,no medal,2,1
177467,Jzsef nody,25.0,185.30803571428572,79.37983587338805,HUN,1908,London,no medal,2,2
177557,Oon Jin Gee,17.0,180.0,73.0,SGP,1984,Los Angeles,no medal,2,1
177561,Oon Jin Gee,21.0,180.0,73.0,SGP,1988,Seoul,no medal,2,2
177602,Markus Opatril,23.0,184.0,72.0,AUT,1988,Seoul,no medal,1,1
177604,Stefan Opatril,21.0,188.0,72.0,AUT,1988,Seoul,no medal,1,1
177987,Farhod Oripov,16.0,166.0,65.0,TJK,2000,Sydney,no medal,1,1
178228,Ismael Jafet Ortz Zuiga,21.0,195.0,90.0,PAN,2004,Athina,no medal,1,1
178410,Masayuki Osawa,22.0,181.0,75.0,JPN,1968,Mexico City,no medal,1,1
179792,Kemal Sadri zn,20.0,196.0,80.0,TUR,1984,Los Angeles,no medal,1,1
179865,Zbigniew Pacelt,21.0,177.0,75.0,POL,1972,Munich,no medal,3,2
180035,"Henri Padou, Jr.",19.0,185.30803571428572,79.37983587338805,FRA,1948,London,no medal,1,1
180038,"Henri Antoine Padou, Sr.",21.0,185.30803571428572,79.37983587338805,FRA,1920,Antwerpen,no medal,4,1
180041,"Henri Antoine Padou, Sr.",25.0,185.30803571428572,79.37983587338805,FRA,1924,Paris,no medal,4,2
180563,"Nikolaos ""Nikos"" Paleokrassas",24.0,185.30803571428572,79.37983587338805,GRE,1992,Barcelona,no medal,1,1
181155,Roberto Pangaro,22.0,190.0,87.0,ITA,1972,Munich,no medal,2,1
181159,Roberto Pangaro,26.0,190.0,87.0,ITA,1976,Montreal,no medal,2,2
181178,eljko Pani,24.0,200.0,96.0,BIH,2000,Sydney,no medal,2,1
181179,eljko Pani,28.0,200.0,96.0,BIH,2004,Athina,no medal,2,2
181499,Khrysanthos Papakhrysanthou,21.0,184.0,78.0,CYP,2000,Sydney,no medal,2,1
181755,P. Paraskevopoulos,21.505691056910567,185.30803571428572,79.37983587338805,GRE,1906,Athina,no medal,1,1
182027,George Park,21.505691056910567,185.30803571428572,79.37983587338805,CAN,1956,Melbourne,no medal,1,1
182274,Park Tae-Hwan,26.0,183.0,73.0,KOR,2016,Rio de Janeiro,no medal,4,4
183057,Glenn Scott Patching,18.0,189.0,84.0,AUS,1976,Montreal,no medal,2,1
183189,Guilherme Jos Patroni de Carvalho Duarte,23.0,185.30803571428572,79.37983587338805,POR,1952,Helsinki,no medal,1,1
183249,Logan Reid Patterson,24.0,193.0,77.0,USA,1956,Melbourne,no medal,1,1
183919,Juan Paz Soldan,24.0,185.30803571428572,79.37983587338805,PER,1936,Berlin,no medal,1,1
183925,Luis Paz Zoldan,19.0,187.0,82.0,PER,1964,Tokyo,no medal,1,1
184422,Carlo Pedersoli,22.0,194.0,79.37983587338805,ITA,1952,Helsinki,no medal,2,1
184424,Carlo Pedersoli,27.0,194.0,79.37983587338805,ITA,1956,Melbourne,no medal,2,2
185307,Diego O. Perdomo Cuenca,24.0,185.30803571428572,79.37983587338805,COL,1996,Atlanta,no medal,1,1
185367,Joo Pedro Thomaz Pereira,21.505691056910567,178.0,79.37983587338805,BRA,1932,Los Angeles,no medal,1,1
185371,Jos Henrique Fuents Gomes Pereira,21.0,185.30803571428572,79.37983587338805,POR,1976,Montreal,no medal,1,1
185527,Antonio Prez Cospedal,19.0,173.0,68.0,ESP,1964,Tokyo,no medal,1,1
185557,Celestino Prez,16.0,178.0,75.0,PUR,1964,Tokyo,no medal,1,1
185621,Isidoro Prez Gonzlez,20.0,185.30803571428572,79.37983587338805,ESP,1948,London,no medal,1,1
185640,Jhonny Jos Prez Urea,18.0,173.0,50.0,DOM,2016,Rio de Janeiro,no medal,1,1
185990,Giorgio Perondini,22.0,181.0,72.0,ITA,1960,Roma,no medal,1,1
186257,Jonas Lars Persson,24.0,194.0,99.0,SWE,2008,Beijing,no medal,1,1
186392,Lon Pesch,21.505691056910567,185.30803571428572,79.37983587338805,LUX,1920,Antwerpen,no medal,1,1
186780,Poul Arne Petersen,23.0,185.30803571428572,79.37983587338805,DEN,1936,Berlin,no medal,1,1
187546,Sven Gsta  Pettersson,16.0,185.30803571428572,79.37983587338805,SWE,1928,Amsterdam,no medal,2,1
187855,Phan Hu Dong,21.0,167.0,58.0,VNM,1960,Roma,no medal,2,1
187856,Phan Hu Dong,25.0,167.0,58.0,VNM,1964,Tokyo,no medal,2,2
